ID,Req. Timestamp,Resp. Timestamp,Method,URL,Code,Reason,RTT,Size Resp. Header,Size Resp. Body
82,Mon Nov 24 21:53:08 CET 2025,Mon Nov 24 21:53:08 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,9,612,96
83,Mon Nov 24 21:53:08 CET 2025,Mon Nov 24 21:53:08 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,612,96
84,Mon Nov 24 21:53:08 CET 2025,Mon Nov 24 21:53:08 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,612,96
85,Mon Nov 24 21:53:08 CET 2025,Mon Nov 24 21:53:08 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,613,113
86,Mon Nov 24 21:53:08 CET 2025,Mon Nov 24 21:53:08 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,613,113
87,Mon Nov 24 21:53:08 CET 2025,Mon Nov 24 21:53:08 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,613,113
88,Mon Nov 24 21:53:08 CET 2025,Mon Nov 24 21:53:08 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,613,113
89,Mon Nov 24 21:53:08 CET 2025,Mon Nov 24 21:53:08 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,613,113
90,Mon Nov 24 21:53:08 CET 2025,Mon Nov 24 21:53:08 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,9,612,96
91,Mon Nov 24 21:53:08 CET 2025,Mon Nov 24 21:53:08 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,9,612,96
92,Mon Nov 24 21:53:08 CET 2025,Mon Nov 24 21:53:08 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,612,96
93,Mon Nov 24 21:53:08 CET 2025,Mon Nov 24 21:53:08 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,612,96
94,Mon Nov 24 21:53:08 CET 2025,Mon Nov 24 21:53:08 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,9,612,96
95,Mon Nov 24 21:53:08 CET 2025,Mon Nov 24 21:53:08 CET 2025,GET,http://127.0.0.1:4000/WEB-INF/web.xml,404,Not Found,29,185,12666
96,Mon Nov 24 21:53:08 CET 2025,Mon Nov 24 21:53:08 CET 2025,GET,http://127.0.0.1:4000/graphql?-s,404,Not Found,51,328,58735
97,Mon Nov 24 21:53:08 CET 2025,Mon Nov 24 21:53:08 CET 2025,GET,http://127.0.0.1:4000/WEB-INF/applicationContext.xml,404,Not Found,27,185,12681
98,Mon Nov 24 21:53:08 CET 2025,Mon Nov 24 21:53:08 CET 2025,GET,http://127.0.0.1:4000/WEB-INF/classes/1/0.class,404,Not Found,29,328,58730
99,Mon Nov 24 21:53:08 CET 2025,Mon Nov 24 21:53:08 CET 2025,GET,http://127.0.0.1:4000/WEB-INF/classes/web/xml.class,404,Not Found,25,328,58734
100,Mon Nov 24 21:53:08 CET 2025,Mon Nov 24 21:53:08 CET 2025,GET,http://127.0.0.1:4000/WEB-INF/classes/8/0/4.class,404,Not Found,24,328,58732
101,Mon Nov 24 21:53:08 CET 2025,Mon Nov 24 21:53:08 CET 2025,GET,http://127.0.0.1:4000/WEB-INF/classes/debug_exceptions/rb.class,404,Not Found,30,328,58746
102,Mon Nov 24 21:53:08 CET 2025,Mon Nov 24 21:53:08 CET 2025,GET,http://127.0.0.1:4000/WEB-INF/classes/show_exceptions/rb.class,404,Not Found,27,328,58745
103,Mon Nov 24 21:53:08 CET 2025,Mon Nov 24 21:53:08 CET 2025,GET,http://127.0.0.1:4000/WEB-INF/classes/logger/rb.class,404,Not Found,35,328,58736
104,Mon Nov 24 21:53:08 CET 2025,Mon Nov 24 21:53:09 CET 2025,GET,http://127.0.0.1:4000/WEB-INF/classes/remote_ip/rb.class,404,Not Found,40,328,58739
105,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,GET,http://127.0.0.1:4000/WEB-INF/classes/request_id/rb.class,404,Not Found,26,328,58740
106,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,GET,http://127.0.0.1:4000/WEB-INF/classes/3/2/4.class,404,Not Found,23,328,58732
107,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,GET,http://127.0.0.1:4000/WEB-INF/classes/runtime/rb.class,404,Not Found,26,328,58737
108,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,GET,http://127.0.0.1:4000/WEB-INF/classes/local_cache_middleware/rb.class,404,Not Found,27,328,58752
109,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,GET,http://127.0.0.1:4000/WEB-INF/classes/server_timing/rb.class,404,Not Found,25,328,58743
110,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,GET,http://127.0.0.1:4000/WEB-INF/classes/executor/rb.class,404,Not Found,23,328,58738
111,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,GET,http://127.0.0.1:4000/WEB-INF/classes/static/rb.class,404,Not Found,27,328,58736
112,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,GET,http://127.0.0.1:4000/WEB-INF/classes/sendfile/rb.class,404,Not Found,25,328,58738
113,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,GET,http://127.0.0.1:4000/WEB-INF/classes/host_authorization/rb.class,404,Not Found,23,328,58748
114,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,GET,http://127.0.0.1:4000/WEB-INF/classes/engine/rb.class,404,Not Found,25,328,58736
115,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,GET,http://127.0.0.1:4000/WEB-INF/classes/7/1/0.class,404,Not Found,27,328,58732
116,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,GET,http://127.0.0.1:4000/WEB-INF/classes/configuration/rb.class,404,Not Found,25,328,58743
117,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,GET,http://127.0.0.1:4000/WEB-INF/classes/request/rb.class,404,Not Found,22,328,58737
118,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,GET,http://127.0.0.1:4000/WEB-INF/classes/thread_pool/rb.class,404,Not Found,28,328,58741
119,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,GET,http://127.0.0.1:4000/WEB-INF/classes/server/rb.class,404,Not Found,28,328,58736
120,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,GET,http://127.0.0.1:4000/WEB-INF/classes/applicationContext/xml.class,404,Not Found,24,328,58749
121,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,200,OK,7,598,54
122,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,200,OK,7,598,54
123,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,613,179
124,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,7,613,172
125,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,7,613,172
126,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,6,613,161
127,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,7,613,170
128,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,613,172
129,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,9,613,161
130,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,613,172
131,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,613,171
132,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,612,96
133,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,613,113
134,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,613,113
135,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,613,119
136,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,613,114
137,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,9,613,113
138,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,613,119
139,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,613,113
140,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,613,113
141,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,612,96
142,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,613,113
143,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,9,613,113
144,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,613,119
145,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,613,114
146,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,7,613,113
147,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,9,613,119
148,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,9,613,113
149,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,10,613,113
150,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,10,613,169
151,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,613,171
152,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,613,169
153,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,613,172
154,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,613,120
155,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,9,613,121
156,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,613,120
157,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,613,124
158,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,9,613,120
159,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,613,121
160,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,613,120
161,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,613,124
162,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,613,161
163,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,613,163
164,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,613,169
165,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,9,613,169
166,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,613,169
167,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,613,115
168,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,9,613,346
169,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,9,613,120
170,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,613,120
171,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,613,120
172,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,613,120
173,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,613,120
174,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,613,120
175,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,613,120
176,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,613,115
177,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,9,613,338
178,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,613,120
179,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,9,613,120
180,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:09 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,613,120
181,Mon Nov 24 21:53:09 CET 2025,Mon Nov 24 21:53:10 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,613,120
182,Mon Nov 24 21:53:10 CET 2025,Mon Nov 24 21:53:10 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,9,613,120
183,Mon Nov 24 21:53:10 CET 2025,Mon Nov 24 21:53:10 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,8,613,120
184,Mon Nov 24 21:53:10 CET 2025,Mon Nov 24 21:53:10 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,9,613,120
185,Mon Nov 24 21:53:10 CET 2025,Mon Nov 24 21:53:10 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,20,613,175
186,Mon Nov 24 21:53:10 CET 2025,Mon Nov 24 21:53:10 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,12,613,342
187,Mon Nov 24 21:53:10 CET 2025,Mon Nov 24 21:53:10 CET 2025,POST,http://127.0.0.1:4000/graphql,200,OK,10,613,334
